"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://www.txsparks.com/","1664","304","5.474","54.500","Fairly Hard","","","","","","","","","","en-US","4808d35fbfb0b2b4b67ba9980293ec0e","Indexable",""
"https://www.txsparks.com/projects/lexington/","131","32","4.094","44.458","Hard","","","","","","","","","","en-US","54e151b0b0dd6e92e0816b3abb9b9538","Indexable",""
"https://www.txsparks.com/services/construction-management/","640","113","5.664","16.949","Very Hard","","","","","","","","","","en-US","25e3f7be8d047a93d2e19ad42bdcff95","Indexable",""
"https://www.txsparks.com/blogs/avoid-mechanics-liens-construction-projects/","1351","243","5.560","58.919","Fairly Hard","","","","","","","","","","en-US","e6f48634bf3587a206b7f63b473ca95d","Indexable",""
"https://www.txsparks.com/blogs/managing-construction-projects-using-it-software/","1023","177","5.780","55.999","Fairly Hard","","","","","","","","","","en-US","ab23fcb478ebf5a8ed3c564a05c188d6","Indexable",""
"https://www.txsparks.com/blogs/how-to-keep-your-construction-project-on-budget/","1077","190","5.668","62.045","Normal","","","","","","","","","","en-US","4303ec7a0cf474771a3950540fdc4c01","Indexable",""
"https://www.txsparks.com/blogs/perfect-destination-for-homeowners/","1038","175","5.931","65.520","Normal","","","","","","","","","","en-US","855a0c5689c17c1d92f911a60a5f0685","Indexable",""
"https://www.txsparks.com/blogs/design-planning-for-commercial-residential-projects/","1195","196","6.097","70.667","Fairly Easy","","","","","","","","","","en-US","9561d48eb834dc273667307eb05584ab","Indexable",""
"https://www.txsparks.com/industries/commercial-construction/","553","101","5.475","47.682","Hard","","","","","","","","","","en-US","80246189c8573e6329f1f6c3471bf2ca","Indexable",""
"https://www.txsparks.com/services/","123","35","3.514","56.766","Fairly Hard","","","","","","","","","","en-US","c288e096f705f276d700d15e15ce2c8f","Indexable",""
"https://www.txsparks.com/services/design-and-permitting/","448","66","6.788","14.127","Very Hard","","","","","","","","","","en-US","325e625f187d877fe6e52c668094bd4e","Indexable",""
"https://www.txsparks.com/services/land-feasibility/","888","140","6.343","10.333","Very Hard","","","","","","","","","","en-US","59321f7437fde7012b28ea79c1ffb7d1","Indexable",""
"https://www.txsparks.com/blogs/choose-right-general-contractor-for-commercial-project/","1667","287","5.808","57.723","Fairly Hard","","","","","","","","","","en-US","dee675af2b9c419945c30f6a7dec8609","Indexable",""
"https://www.txsparks.com/blogs/what-is-land-entitlement-and-why-it-matters/","1601","268","5.974","46.314","Hard","","","","","","","","","","en-US","621731c5d11b8acfcd100aacf0438a08","Indexable",""
"https://www.txsparks.com/blogs/steps-to-start-commercial-build-dfw/","1569","285","5.505","51.620","Fairly Hard","","","","","","","","","","en-US","2a11c6d72e79dff28b0366f6f4f38ccd","Indexable",""
"https://www.txsparks.com/blogs/best-materials-for-construction-project/","1130","194","5.825","54.483","Fairly Hard","","","","","","","","","","en-US","604bf18df7f596ab5db96c5b0279f0a3","Indexable",""
"https://www.txsparks.com/blogs/the-impact-of-technology-on-construction-trends-and-innovations/","1124","206","5.456","46.322","Hard","","","","","","","","","","en-US","eb8bc4e56480b28b1627d95481756ddb","Indexable",""
"https://www.txsparks.com/blogs/understanding-building-codes-regulations/","998","173","5.769","60.347","Normal","","","","","","","","","","en-US","ff9c65519cf271cf9159ab100b2b0eab","Indexable",""
"https://www.txsparks.com/blogs/financial-proforma-real-estate/","1092","206","5.301","54.257","Fairly Hard","","","","","","","","","","en-US","104d89a073eb67976b4fd38a459ed8c2","Indexable",""
"https://www.txsparks.com/blogs/buying-engineered-land-due-diligence-checklist/","1394","256","5.445","52.621","Fairly Hard","","","","","","","","","","en-US","f8fd16916e47c955225a25f3acd7e979","Indexable",""
"https://www.txsparks.com/blogs/advantages-preconstruction-services-successful-ground-up-construction-project/","1024","171","5.988","59.234","Fairly Hard","","","","","","","","","","en-US","4a7fd6d4d04492cba4180191349fe146","Indexable",""
"https://www.txsparks.com/services/mud-pid-services/","453","68","6.662","13.505","Very Hard","","","","","","","","","","en-US","fb94a091b44fd39075cca77fb2d4a9cf","Indexable",""
"https://www.txsparks.com/blogs/common-construction-mistakes-avoid-successful-projects/","1203","203","5.926","55.460","Fairly Hard","","","","","","","","","","en-US","544fd798498616ecf6f6ffcc479682fd","Indexable",""
"https://www.txsparks.com/blogs/optimizing-civil-engineering-save-3m-earthwork-costs/","1186","219","5.416","49.971","Hard","","","","","","","","","","en-US","f1f69a28ac95f3e44d506abcdf3db2dd","Indexable",""
"https://www.txsparks.com/blogs/tips-for-finding-the-right-contractor-for-your-texas-construction-project/","1130","199","5.678","51.636","Fairly Hard","","","","","","","","","","en-US","44a8bd9934ee9d5d1fce1a1a13a12dc6","Indexable",""
"https://www.txsparks.com/blogs/top-trends-commercial-design/","1254","203","6.177","55.854","Fairly Hard","","","","","","","","","","en-US","921c4e18b302606fc18bed43438bca4d","Indexable",""
"https://www.txsparks.com/blogs/","4913","768","6.397","53.183","Fairly Hard","","","","","","","","","","en-US","ebcf785e1a5d69ae711f8caa71968517","Indexable",""
"https://www.txsparks.com/blogs/navigating-the-permitting-process-tips-for-streamlining-your-construction-project/","1005","180","5.583","62.357","Normal","","","","","","","","","","en-US","9887a3751c4e671c9b285d8699aa486f","Indexable",""
"https://www.txsparks.com/blogs/the-dos-and-donts-of-hiring-a-general-contractor/","1124","194","5.794","68.183","Normal","","","","","","","","","","en-US","fab48feb7dc44f4325bbd4b816be337c","Indexable",""
"https://www.txsparks.com/blogs/streamlining-design-build-process/","1220","203","6.010","53.586","Fairly Hard","","","","","","","","","","en-US","fc6de59beb8737651f8d45ad054cd2a0","Indexable",""
"https://www.txsparks.com/blogs/lien-waivers-real-estate-developers-owners/","1081","189","5.720","56.090","Fairly Hard","","","","","","","","","","en-US","714e652af62b9e9d966d0287692c0183","Indexable",""
"https://www.txsparks.com/blogs/right-contractor-for-your-home-remodel-project/","1138","188","6.053","66.357","Normal","","","","","","","","","","en-US","43bb5e7268065d801eec291c7d404d53","Indexable",""
"https://www.txsparks.com/projects/shoppes-at-bellblvd/","189","38","4.974","39.749","Hard","","","","","","","","","","en-US","8623fe79d35dacf4740db7eb144074b6","Indexable",""
"https://www.txsparks.com/blogs/make-commercial-construction-project-bankable/","2106","384","5.484","47.775","Hard","","","","","","","","","","en-US","811ff9ef7a0eb916ff5e6f063e1554ed","Indexable",""
"https://www.txsparks.com/blogs/design-services-can-benefit-ground-up-construction-projects/","1065","187","5.695","54.414","Fairly Hard","","","","","","","","","","en-US","2f41b97137e030b2ece568439a348544","Indexable",""
"https://www.txsparks.com/industries/residential-construction/","432","78","5.538","38.084","Hard","","","","","","","","","","en-US","49f1c5dd1fe01d4d0d5b9cdb3e679f2b","Indexable",""
"https://www.txsparks.com/contact-us/","44","13","3.385","95.727","Very Easy","","","","","","","","","","en-US","ff3ca8ec566ad5dcf32e1d7366be9dd2","Indexable",""
"https://www.txsparks.com/blogs/general-contractors-ground-up-construction-projects/","978","169","5.787","60.394","Normal","","","","","","","","","","en-US","1b3c808c29a54a70b3dec0d1cc6b23ba","Indexable",""
"https://www.txsparks.com/blogs/how-to-choose-the-right-general-contractor-for-your-texas-project/","1045","202","5.173","57.481","Fairly Hard","","","","","","","","","","en-US","26bbb299c01565191e566cdd7a342df","Indexable",""
"https://www.txsparks.com/careers/","65","24","2.708","54.409","Fairly Hard","","","","","","","","","","en-US","ebe17e6995ba67e9d5ae8a21644b8344","Indexable",""
"https://www.txsparks.com/news-events/","252","55","4.582","75.284","Fairly Easy","","","","","","","","","","en-US","2629546634d8ccd4d15262a3b85484f7","Indexable",""
"https://www.txsparks.com/blogs/tips-choose-general-contractor/","1005","174","5.776","64.518","Normal","","","","","","","","","","en-US","dbb6aa5bce3205256c39f6de3cf0f00a","Indexable",""
"https://www.txsparks.com/blogs/the-pitfalls-of-hiring-cheap-contractors-in-commercial-real-estate-development/","864","156","5.538","60.605","Normal","","","","","","","","","","en-US","a009ff301f263c8eee877b79b9422bfe","Indexable",""
"https://www.txsparks.com/blogs/construction-right-commercial-project/","1030","174","5.920","62.099","Normal","","","","","","","","","","en-US","9f2dd1f92941929ba269635c3d47817e","Indexable",""
"https://www.txsparks.com/blogs/the-role-of-permits-and-inspections-in-construction-projects/","1061","198","5.359","50.695","Fairly Hard","","","","","","","","","","en-US","75ae5454d9e6d7b8e52b9eeb7deca7c2","Indexable",""
"https://www.txsparks.com/blogs/prevent-construction-delay-north-texas/","1665","294","5.663","60.341","Normal","","","","","","","","","","en-US","554ca3d3397bcfcbb82fd725c1cf70f0","Indexable",""
"https://www.txsparks.com/blogs/unlocking-the-potential-of-land-the-importance-of-land-entitlement-for-successful-development/","1098","201","5.463","52.200","Fairly Hard","","","","","","","","","","en-US","68e049fcf0c7ccb55db1e487343dae32","Indexable",""
"https://www.txsparks.com/blogs/interior-build-out-inspection-checklist-2/","1247","236","5.284","49.233","Hard","","","","","","","","","","en-US","1b6e371fba32eaf7c8662d51f779babf","Indexable",""
"https://www.txsparks.com/projects/shops-at-new-hope/","230","52","4.423","51.537","Fairly Hard","","","","","","","","","","en-US","fbbcd298d40463c6fa428498b4fae77a","Indexable",""
"https://www.txsparks.com/blogs/commercial-land-for-business/","1247","209","5.967","70.114","Fairly Easy","","","","","","","","","","en-US","fdf71653f17ae39292e3407e9cb2b6d9","Indexable",""
"https://www.txsparks.com/projects/","336","71","4.732","83.189","Easy","","","","","","","","","","en-US","32289acf49e6581b2342ef936a80d25e","Indexable",""
"https://www.txsparks.com/privacy-policy/","358","67","5.343","65.059","Normal","","","","","","","","","","en-US","d02bdfb90662da9e447ee50530a3835f","Indexable",""
"https://www.txsparks.com/blogs/discover-the-advantages-of-custom-home-construction-for-personalized-design/","1089","179","6.084","56.941","Fairly Hard","","","","","","","","","","en-US","bf82b3de39abc3c07cb1079491c6fe3d","Indexable",""
"https://www.txsparks.com/blogs/renovation-process-help-set-space-faster-efficiently/","1390","210","6.619","70.782","Fairly Easy","","","","","","","","","","en-US","c1805811cd63516051cfb90220fbbe4d","Indexable",""
"https://www.txsparks.com/services/interior-build-out/","501","79","6.342","20.898","Very Hard","","","","","","","","","","en-US","7aed384a8f9e7640946923c08d9fd35f","Indexable",""
"https://www.txsparks.com/blogs/underground-detention-cost-analysis/","1052","201","5.234","54.116","Fairly Hard","","","","","","","","","","en-US","cc654db4e7278ef89d98ff582429977c","Indexable",""
"https://www.txsparks.com/news-events/paris-baguette-franchise-build-out-mckinney/","580","106","5.472","47.397","Hard","","","","","","","","","","en-US","2a36a40aa7fb0ce069a7c7e4dc5665fd","Indexable",""
"https://www.txsparks.com/blogs/comprehensive-feasibility-study-by-tx-sparks/","1135","218","5.206","47.407","Hard","","","","","","","","","","en-US","8235ab61a20f6ba03492704bb246e3d4","Indexable",""
"https://www.txsparks.com/services/land-development/","553","93","5.946","14.465","Very Hard","","","","","","","","","","en-US","a6f952c1feb229eede1ce17ade5ce9cd","Indexable",""
"https://www.txsparks.com/terms/","765","130","5.885","47.919","Hard","","","","","","","","","","en-US","36b0e9ee498010b5d500eaa8c5d10ae2","Indexable",""
"https://www.txsparks.com/blogs/benefits-working-with-a-design-build-contractor/","1213","205","5.917","52.831","Fairly Hard","","","","","","","","","","en-US","8901dbd092ea24176144915358e9b24a","Indexable",""
"https://www.txsparks.com/about-us/","668","105","6.362","49.921","Hard","","","","","","","","","","en-US","d175254332e32def244938c15d4410cf","Indexable",""
"https://www.txsparks.com/services/land-entitlement/","338","58","5.828","4.688","Very Hard","","","","","","","","","","en-US","a10d6aa786a43258aa422b20cd9b3c3e","Indexable",""
"https://www.txsparks.com/case-study/","229","48","4.771","64.194","Normal","","","","","","","","","","en-US","a307cdc044ab3c35ca922a4f1cc5c5db","Indexable",""
"https://www.txsparks.com/partner-program/","808","152","5.316","55.484","Fairly Hard","","","","","","","","","","en-US","7153281ab7fe2b4febd48929651481a8","Indexable",""
"https://www.txsparks.com/blogs/top-challenges-in-land-development-and-how-to-overcome-them-3/","1335","243","5.494","50.310","Fairly Hard","","","","","","","","","","en-US","e68e091d79fcc45c31bc36a2fa53883c","Indexable",""
"https://www.txsparks.com/blogs/value-engineering-design-phase/","1179","213","5.535","50.027","Fairly Hard","","","","","","","","","","en-US","657a639ba12d59814494cb05669971e9","Indexable",""
"https://www.txsparks.com/blogs/transform-land-challenges-opportunities/","1133","208","5.447","55.179","Fairly Hard","","","","","","","","","","en-US","48831d88ddb70353a0039129260ca2d4","Indexable",""
"https://www.txsparks.com/blogs/land-development-challenges-overcome/","1517","271","5.598","37.363","Hard","","","","","","","","","","en-US","c05cfe5989b74142eab2fdd1bc82b26a","Indexable",""
"https://www.txsparks.com/blogs/lien-waivers-real-estate/","1269","221","5.742","52.673","Fairly Hard","","","","","","","","","","en-US","3bdcd8e734ea88b0fd07c14482e05fa0","Indexable",""
"https://www.txsparks.com/category/blogs/","420","83","5.060","79.029","Fairly Easy","","","","","","","","","","en-US","fc6d5626a3e6ce8a23e7acfbdcd4bd71","Indexable",""
"https://www.txsparks.com/blogs/understanding-zoning-laws/","1227","217","5.654","53.684","Fairly Hard","","","","","","","","","","en-US","96c187e5929220c82721accf68dea03","Indexable",""
"https://www.txsparks.com/blogs/benefits-of-hiring-local-contractors-frisco/","1070","191","5.602","54.087","Fairly Hard","","","","","","","","","","en-US","960787a17418e2a0b74ddc16a0240996","Indexable",""
"https://www.txsparks.com/blogs/navigating-phases-successful-commercial-project/","1179","238","4.954","46.815","Hard","","","","","","","","","","en-US","46a560a0fb50d2615148783bccb2a771","Indexable",""
"https://www.txsparks.com/blogs/unveiling-the-significance-of-land-feasibility-studies-key-factors-for-successful-development/","1139","202","5.639","40.528","Hard","","","","","","","","","","en-US","dbbcef79bcfabb40400b524a14a0d5ef","Indexable",""
"https://www.txsparks.com/blogs/emerging-tech-construction-industry/","1234","227","5.436","46.994","Hard","","","","","","","","","","en-US","3c06274576ab8301a62f62b2f1c29002","Indexable",""
"https://www.txsparks.com/category/blogs/featured-blog/","118","26","4.538","73.895","Fairly Easy","","","","","","","","","","en-US","2e7eefba2125bb4e697fa4b82782521d","Indexable",""
"https://www.txsparks.com/services/texas-ground-up-construction/","397","66","6.015","16.826","Very Hard","","","","","","","","","","en-US","47005021d118a69e0f8933d44e8b559a","Indexable",""
"https://www.txsparks.com/industries/","43","17","2.529","60.644","Normal","","","","","","","","","","en-US","acca5d9d2c48c69dc7b7260c7dc99dab","Indexable",""
"https://www.txsparks.com/projects/village-of-melissa/","226","46","4.913","41.258","Hard","","","","","","","","","","en-US","2499c0ed8d84831f260a61aa683a9087","Indexable",""
"https://www.txsparks.com/projects/the-bays/","269","49","5.490","56.594","Fairly Hard","","","","","","","","","","en-US","5e5ca32f171b95f3366a537ce7ae133f","Indexable",""
"https://www.txsparks.com/projects/clovers-plaza/","268","57","4.702","44.543","Hard","","","","","","","","","","en-US","6a800ab1d4e63e1d94cf872efba75ba4","Indexable",""
"https://www.txsparks.com/projects/shoreline-plaza/","248","53","4.679","30.498","Hard","","","","","","","","","","en-US","418faddb33870d4b9f9934ecf9a479f3","Indexable",""
"https://www.txsparks.com/blogs/integrated-services-streamline-construction-project/","1177","217","5.424","52.687","Fairly Hard","","","","","","","","","","en-US","e25039ce097b8b7a1f60fbd05fb4409c","Indexable",""
"https://www.txsparks.com/blogs/the-significance-of-extensive-feasibility-property/","1231","201","6.124","47.913","Hard","","","","","","","","","","en-US","69100bbabfe4647eb1ad215c7e558535","Indexable",""
"https://www.txsparks.com/blogs/essential-due-diligence-purchasing-land-oil-wells/","1114","207","5.382","55.335","Fairly Hard","","","","","","","","","","en-US","94dd99e10c8417bd4baa4958a5f9c734","Indexable",""
"https://www.txsparks.com/blogs/right-professional-commercial-general-contractor/","1244","213","5.840","56.733","Fairly Hard","","","","","","","","","","en-US","d180bf0a29cf8cae8cb7477595bb4518","Indexable",""
"https://www.txsparks.com/blogs/evaluate-land-development-potential-texas/","1437","264","5.443","44.591","Hard","","","","","","","","","","en-US","d4885e17cd3850ea1c0f96a3eb5cdbeb","Indexable",""
"https://www.txsparks.com/projects/?category=commercial-construction","273","54","5.056","70.930","Fairly Easy","","","","","","","","","","en-US","b599e68d063be8eca6ffc784dde8e60c","Non-Indexable","Canonicalised"
"https://www.txsparks.com/blogs/transforming-any-space-into-luxurious-perfection/","981","169","5.805","62.875","Normal","","","","","","","","","","en-US","5c6eb2789d6af261c68125b01eb067dc","Indexable",""
"https://www.txsparks.com/blogs/transforming-ideas-into-reality-the-texas-sparks-constructions-approach-to-design-build/","1107","195","5.677","52.201","Fairly Hard","","","","","","","","","","en-US","73604a1d39f38fdea042122b853965f0","Indexable",""
"https://www.txsparks.com/blogs/full-service-general-contractor-near-me/","1243","229","5.428","60.915","Normal","","","","","","","","","","en-US","3d3806e6ccb3d46de00379320d034929","Indexable",""
"https://www.txsparks.com/blogs/construction-management-effective-strategies-for-successful-constructions/","1113","207","5.377","39.551","Hard","","","","","","","","","","en-US","3987a835946b077aab240b30ed6030b0","Indexable",""
"https://www.txsparks.com/blogs/the-role-of-design-build-in-real-estate-development/","1076","201","5.353","50.993","Fairly Hard","","","","","","","","","","en-US","4494a9c23709b230495e818f2867295f","Indexable",""
"https://www.txsparks.com/blogs/right-materials-commercial-project/","1291","229","5.638","54.914","Fairly Hard","","","","","","","","","","en-US","fa27fb51d2958d7079628cfc8a5ba4e7","Indexable",""
"https://www.txsparks.com/blogs/sustainable-interior-design-eco-friendly/","1490","256","5.820","43.083","Hard","","","","","","","","","","en-US","6a555d477258041affc4c7513c70c356","Indexable",""
"https://www.txsparks.com/blogs/revitalizing-spaces-inspiring-interior-finish/","1069","188","5.686","40.252","Hard","","","","","","","","","","en-US","ecfd47d33e413f832a7611136f0f7a1c","Indexable",""
"https://www.txsparks.com/blogs/the-importance-and-benefits-of-entitlements/","1254","215","5.833","50.875","Fairly Hard","","","","","","","","","","en-US","c80afb247a3a62f98677e13cd85295ef","Indexable",""
"https://www.txsparks.com/blogs/land-development-stages-texas/","1345","253","5.316","44.064","Hard","","","","","","","","","","en-US","3c3c479c0a03e0c793132105b5df98c1","Indexable",""
"https://www.txsparks.com/blogs/choose-right-engineers-architects-real-estate-development/","1133","202","5.609","53.596","Fairly Hard","","","","","","","","","","en-US","6619e5414c823ffe30ec44ba44c354ca","Indexable",""
"https://www.txsparks.com/blogs/navigating-land-development-permit-sets/","1307","231","5.658","52.087","Fairly Hard","","","","","","","","","","en-US","684e74e71883b15d615a70aa6ab53773","Indexable",""
"https://www.txsparks.com/blogs/choosing-the-right-general-contractor/","1122","206","5.447","52.616","Fairly Hard","","","","","","","","","","en-US","1fe5f5c8f71807240d937829d4616272","Indexable",""
"https://www.txsparks.com/projects/48-oaks-townhomes-little-elm-tx/","230","45","5.111","46.425","Hard","","","","","","","","","","en-US","1f1778d773f6e5acb8946a1edd53eb3d","Indexable",""
"https://www.txsparks.com/work-with-us/site-superintendent/","339","53","6.396","42.373","Hard","","","","","","","","","","en-US","ada0b66f6800fdd9191fedab7252ce5a","Non-Indexable","noindex"
"https://www.txsparks.com/work-with-us/construction-project-engineer/","324","50","6.480","36.019","Hard","","","","","","","","","","en-US","18b2ab8496d82e3e446ed90b789a491a","Non-Indexable","noindex"
"https://www.txsparks.com/work-with-us/mba-internship-summer-2026/","210","50","4.200","45.458","Hard","","","","","","","","","","en-US","4145adc7fa183a549083b55b7e4aac03","Non-Indexable","noindex"
"https://www.txsparks.com/news-events/mud-approval-gunter-201-acre-land-development/","262","37","7.081","34.968","Hard","","","","","","","","","","en-US","9f5197df874a492f7cf5845e46d6974f","Indexable",""
"https://www.txsparks.com/news-events/news-spectra-heights-ground-up-commercial-development-lewisville-texas/","315","65","4.846","19.019","Very Hard","","","","","","","","","","en-US","f4811cc6ffa4b09631be4121231e0714","Indexable",""
"https://www.txsparks.com/news-events/frisco-primary-care-med-spa-medical-office-construction/","308","58","5.310","36.640","Hard","","","","","","","","","","en-US","f29ee3b7a3b0e5427b2aa7f5c420831b","Indexable",""
"https://www.txsparks.com/news-events/arka-montessori-ground-up-construction-leander-texas/","250","52","4.808","26.664","Very Hard","","","","","","","","","","en-US","5c4ea9a569c03913ca5e705cfa2db760","Indexable",""
"https://www.txsparks.com/news-events/page/2/","263","59","4.458","82.005","Easy","","","","","","","","","","en-US","395b26d676a0bf44d750931cf05620a9","Non-Indexable","Canonicalised"
"https://www.txsparks.com/news-events/djc-law-round-rock-interior-finishout-austin-texas/","552","104","5.308","38.225","Hard","","","","","","","","","","en-US","f5cd224dadaed687a223a088bde49774","Indexable",""
"https://www.txsparks.com/news-events/page/3/","242","49","4.939","68.280","Normal","","","","","","","","","","en-US","5a12e746aadfc00ad0e8623c5570aa36","Non-Indexable","Canonicalised"
"https://www.txsparks.com/wp-content/uploads/2024/10/sopnewhope-siteplan.pdf","0","","","","","","","","","","","","","","","","Indexable",""
"https://www.txsparks.com/projects/page/3/","324","75","4.320","71.111","Fairly Easy","","","","","","","","","","en-US","9bf9078bfc283230c23d2a970603dc46","Non-Indexable","Canonicalised"
"https://www.txsparks.com/projects/sparks-lounge/","318","55","5.782","56.508","Fairly Hard","","","","","","","","","","en-US","ce0ca8493beb46c07612af8271ac30c3","Indexable",""
"https://www.txsparks.com/projects/shepherds-place/","240","53","4.528","33.391","Hard","","","","","","","","","","en-US","affc4a9f8d93d05d52618acc09d9d2ea","Indexable",""
"https://www.txsparks.com/projects/page/6/","268","54","4.963","73.635","Fairly Easy","","","","","","","","","","en-US","8a020d4c1da5373bc44edfd548e70d70","Non-Indexable","Canonicalised"
"https://www.txsparks.com/projects/model-finish-out-12260/","240","44","5.455","50.429","Fairly Hard","","","","","","","","","","en-US","bff154ce67f5d89f29589b77b4bff48","Indexable",""
"https://www.txsparks.com/projects/nrvm-flex/","247","46","5.370","49.995","Hard","","","","","","","","","","en-US","7e393e11384b8ff5b27daf34cd9b0aff","Indexable",""
"https://www.txsparks.com/projects/page/2/","353","72","4.903","83.227","Easy","","","","","","","","","","en-US","3f3fe0ff279c7ec154c513e97c435969","Non-Indexable","Canonicalised"
"https://www.txsparks.com/projects/model-finish-out-12250/","278","49","5.673","51.048","Fairly Hard","","","","","","","","","","en-US","96634fd0fc0e0aca46942fbc15b1a004","Indexable",""
"https://www.txsparks.com/projects/qualitas-melissa/","147","31","4.742","35.699","Hard","","","","","","","","","","en-US","3a4e60bd04ca729616c82f13febeed76","Indexable",""
"https://www.txsparks.com/projects/harrington-melissa/","134","30","4.467","36.258","Hard","","","","","","","","","","en-US","fb9b70d97607e7a93df07cd85bbd7872","Indexable",""
"https://www.txsparks.com/projects/djc-law-roundock/","268","47","5.702","55.838","Fairly Hard","","","","","","","","","","en-US","b502c94f55c5cf44b51c6a474bf3d5d2","Indexable",""
"https://www.txsparks.com/projects/arka-montessori/","138","32","4.312","43.067","Hard","","","","","","","","","","en-US","ea263b724bdaa0f28103a9704b06ad7c","Indexable",""
"https://www.txsparks.com/projects/sharp-re-flex/","275","49","5.612","51.012","Fairly Hard","","","","","","","","","","en-US","3f3e9b1b0334a8667f278a74840c616e","Indexable",""
